R,Ohm	C,pF	Temp,C
0000000000	0000100000	+089.40
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0005	-00.0006	0000.001
+00.0026	-00.0009	0000.002
+00.0059	-00.0009	0000.003
+00.0084	-00.0012	0000.004
+00.0117	-00.0009	0000.005
+00.0148	-00.0009	0000.006
+00.0172	-00.0006	0000.007
+00.0206	-00.0012	0000.008
+00.0236	-00.0009	0000.009
+00.0264	-00.0009	0000.010
+00.0303	-00.0009	0000.011
+00.0331	-00.0009	0000.012
+00.0358	-00.0009	0000.013
+00.0389	-00.0006	0000.014
+00.0416	-00.0009	0000.015
+00.0450	-00.0006	0000.016
+00.0480	-00.0009	0000.017
+00.0505	-00.0009	0000.018
+00.0532	-00.0009	0000.019
+00.0569	-00.0006	0000.020
+00.0599	-00.0009	0000.021
+00.0630	-00.0006	0000.022
+00.0657	-00.0006	0000.023
+00.0691	-00.0006	0000.024
+00.0718	-00.0009	0000.025
+00.0743	-00.0009	0000.026
+00.0779	-00.0003	0000.027
+00.0807	-00.0003	0000.028
+00.0840	-00.0006	0000.029
+00.0865	-00.0006	0000.030
+00.0898	-00.0006	0000.031
+00.0926	-00.0006	0000.032
+00.0956	-00.0006	0000.033
+00.0990	-00.0003	0000.034
+00.1020	-00.0006	0000.035
+00.1051	-00.0003	0000.036
+00.1075	-00.0006	0000.037
+00.1106	-00.0006	0000.038
+00.1139	-00.0003	0000.039
+00.1173	-00.0003	0000.040
+00.1200	-00.0006	0000.041
+00.1231	-00.0003	0000.042
+00.1258	-00.0006	0000.043
+00.1289	-00.0003	0000.044
+00.1319	-00.0003	0000.045
+00.1350	-00.0003	0000.046
+00.1381	-00.0009	0000.047
+00.1414	-00.0003	0000.048
+00.1442	-00.0003	0000.049
+00.1466	-00.0009	0000.050
+00.1496	-00.0003	0000.051
+00.1530	-00.0003	0000.052
+00.1561	-00.0003	0000.053
+00.1585	-00.0003	0000.054
+00.1616	-00.0003	0000.055
+00.1646	-00.0003	0000.056
+00.1677	-00.0003	0000.057
+00.1707	+00.0000	0000.058
+00.1738	-00.0003	0000.059
+00.1768	-00.0006	0000.060
+00.1799	-00.0006	0000.061
+00.1829	+00.0000	0000.062
+00.1860	-00.0003	0000.063
+00.1890	-00.0003	0000.064
+00.1921	-00.0006	0000.065
+00.1945	-00.0006	0000.066
+00.1979	-00.0003	0000.067
+00.2018	-00.0003	0000.068
+00.2037	-00.0006	0000.069
+00.2064	-00.0003	0000.070
+00.2101	-00.0003	0000.071
+00.2128	+00.0000	0000.072
+00.2156	+00.0000	0000.073
+00.2186	-00.0003	0000.074
+00.2223	-00.0003	0000.075
+00.2253	-00.0003	0000.076
+00.2281	-00.0003	0000.077
+00.2308	+00.0000	0000.078
+00.2342	-00.0003	0000.079
+00.2366	-00.0003	0000.080
+00.2397	-00.0003	0000.081
+00.2433	+00.0000	0000.082
+00.2464	-00.0003	0000.083
+00.2485	+00.0000	0000.084
+00.2519	-00.0003	0000.085
+00.2549	+00.0000	0000.086
+00.2577	+00.0000	0000.087
+00.2610	+00.0000	0000.088
+00.2644	+00.0000	0000.089
+00.2665	+00.0000	0000.090
+00.2699	-00.0003	0000.091
+00.2729	+00.0000	0000.092
+00.2760	+00.0003	0000.093
+00.2790	+00.0000	0000.094
+00.2824	+00.0003	0000.095
+00.2848	+00.0003	0000.096
+00.2876	-00.0003	0000.097
+00.2909	+00.0006	0000.098
+00.2940	+00.0000	0000.099
+00.2974	+00.0003	0000.100
+00.3007	-00.0003	0000.101
+00.3022	+00.0000	0000.102
+00.3059	+00.0000	0000.103
+00.3093	-00.0003	0000.104
+00.3123	+00.0003	0000.105
+00.3154	-00.0003	0000.106
+00.3178	+00.0006	0000.107
+00.3212	+00.0000	0000.108
+00.3239	+00.0003	0000.109
+00.3276	+00.0000	0000.110
+00.3300	+00.0000	0000.111
+00.3334	+00.0000	0000.112
+00.3358	+00.0003	0000.113
+00.3392	+00.0003	0000.114
+00.3422	+00.0000	0000.115
+00.3453	+00.0003	0000.116
+00.3483	+00.0006	0000.117
+00.3511	+00.0000	0000.118
+00.3538	+00.0000	0000.119
+00.3572	+00.0006	0000.120
+00.3602	+00.0003	0000.121
+00.3636	+00.0003	0000.122
+00.3666	+00.0003	0000.123
+00.3691	+00.0003	0000.124
+00.3721	+00.0006	0000.125
+00.3752	+00.0003	0000.126
+00.3782	+00.0006	0000.127
+00.3813	+00.0003	0000.128
+00.3843	+00.0003	0000.129
+00.3874	+00.0000	0000.130
+00.3901	+00.0003	0000.131
+00.3929	+00.0003	0000.132
+00.3962	+00.0000	0000.133
+00.3996	+00.0003	0000.134
+00.4023	+00.0006	0000.135
+00.4054	+00.0003	0000.136
+00.4078	+00.0006	0000.137
+00.4112	+00.0000	0000.138
+00.4142	+00.0003	0000.139
+00.4176	+00.0003	0000.140
+00.4203	+00.0010	0000.141
+00.4234	+00.0010	0000.142
+00.4261	+00.0006	0000.143
+00.4292	+00.0006	0000.144
+00.4319	+00.0003	0000.145
+00.4359	+00.0006	0000.146
+00.4383	+00.0010	0000.147
+00.4417	+00.0006	0000.148
+00.4441	+00.0003	0000.149
+00.4475	+00.0006	0000.150
+00.4506	+00.0006	0000.151
+00.4536	+00.0003	0000.152
+00.4564	+00.0010	0000.153
+00.4594	+00.0010	0000.154
+00.4621	+00.0013	0000.155
+00.4655	+00.0006	0000.156
+00.4686	+00.0003	0000.157
+00.4713	+00.0010	0000.158
+00.4741	+00.0006	0000.159
+00.4771	+00.0010	0000.160
+00.4805	+00.0006	0000.161
+00.4829	+00.0006	0000.162
+00.4866	+00.0006	0000.163
+00.4893	+00.0003	0000.164
+00.4918	+00.0006	0000.165
+00.4948	+00.0006	0000.166
+00.4982	+00.0006	0000.167
+00.5009	+00.0006	0000.168
+00.5043	+00.0010	0000.169
+00.5073	+00.0010	0000.170
+00.5104	+00.0006	0000.171
+00.5131	+00.0006	0000.172
+00.5165	+00.0010	0000.173
+00.5189	+00.0006	0000.174
+00.5226	+00.0010	0000.175
+00.5256	+00.0006	0000.176
+00.5281	+00.0013	0000.177
+00.5311	+00.0010	0000.178
+00.5339	+00.0010	0000.179
+00.5375	+00.0006	0000.180
+00.5406	+00.0006	0000.181
+00.5436	+00.0006	0000.182
+00.5464	+00.0010	0000.183
+00.5494	+00.0006	0000.184
