R,Ohm	C,pF	Temp,C
0000000000	0000100000	+081.51
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
+00.0001	-00.0009	0000.001
-00.0026	-00.0006	0000.002
-00.0060	-00.0018	0000.003
-00.0090	-00.0006	0000.004
-00.0121	-00.0006	0000.005
-00.0148	-00.0009	0000.006
-00.0182	-00.0012	0000.007
-00.0203	-00.0006	0000.008
-00.0240	-00.0012	0000.009
-00.0270	-00.0012	0000.010
-00.0301	-00.0009	0000.011
-00.0332	-00.0012	0000.012
-00.0359	-00.0009	0000.013
-00.0386	-00.0006	0000.014
-00.0420	-00.0012	0000.015
-00.0451	-00.0012	0000.016
-00.0484	-00.0009	0000.017
-00.0509	-00.0009	0000.018
-00.0533	-00.0012	0000.019
-00.0573	-00.0012	0000.020
-00.0600	-00.0015	0000.021
-00.0634	-00.0012	0000.022
-00.0655	-00.0012	0000.023
-00.0698	-00.0012	0000.024
-00.0719	-00.0009	0000.025
-00.0750	-00.0012	0000.026
-00.0780	-00.0012	0000.027
-00.0814	-00.0012	0000.028
-00.0838	-00.0012	0000.029
-00.0869	-00.0015	0000.030
-00.0899	-00.0009	0000.031
-00.0930	-00.0012	0000.032
-00.0960	-00.0012	0000.033
-00.0991	-00.0009	0000.034
-00.1021	-00.0012	0000.035
-00.1052	-00.0015	0000.036
-00.1082	-00.0012	0000.037
-00.1110	-00.0015	0000.038
-00.1143	-00.0015	0000.039
-00.1168	-00.0012	0000.040
-00.1204	-00.0012	0000.041
-00.1232	-00.0012	0000.042
-00.1259	-00.0015	0000.043
-00.1290	-00.0015	0000.044
-00.1320	-00.0012	0000.045
-00.1351	-00.0015	0000.046
-00.1387	-00.0012	0000.047
-00.1412	-00.0012	0000.048
-00.1445	-00.0012	0000.049
-00.1473	-00.0015	0000.050
-00.1500	-00.0006	0000.051
-00.1534	-00.0018	0000.052
-00.1564	-00.0015	0000.053
-00.1589	-00.0012	0000.054
-00.1622	-00.0015	0000.055
-00.1650	-00.0009	0000.056
-00.1677	-00.0012	0000.057
-00.1714	-00.0018	0000.058
-00.1741	-00.0018	0000.059
-00.1769	-00.0012	0000.060
-00.1799	-00.0015	0000.061
-00.1830	-00.0015	0000.062
-00.1863	-00.0018	0000.063
-00.1894	-00.0015	0000.064
-00.1921	-00.0012	0000.065
-00.1949	-00.0015	0000.066
-00.1986	-00.0015	0000.067
-00.2013	-00.0015	0000.068
-00.2040	-00.0015	0000.069
-00.2074	-00.0012	0000.070
-00.2105	-00.0015	0000.071
-00.2132	-00.0012	0000.072
-00.2163	-00.0018	0000.073
-00.2193	-00.0018	0000.074
-00.2221	-00.0018	0000.075
-00.2254	-00.0012	0000.076
-00.2282	-00.0015	0000.077
-00.2312	-00.0015	0000.078
-00.2337	-00.0015	0000.079
-00.2373	-00.0012	0000.080
-00.2404	-00.0015	0000.081
-00.2434	-00.0015	0000.082
-00.2459	-00.0015	0000.083
-00.2492	-00.0018	0000.084
-00.2529	-00.0018	0000.085
-00.2553	-00.0015	0000.086
-00.2584	-00.0015	0000.087
-00.2608	-00.0015	0000.088
-00.2648	-00.0012	0000.089
-00.2675	-00.0018	0000.090
-00.2706	-00.0018	0000.091
-00.2736	-00.0018	0000.092
-00.2761	-00.0018	0000.093
