R,Ohm	C,pF	Temp,C
0000000000	0000100000	+101.25
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0002	-00.0009	0000.001
-00.0026	-00.0009	0000.002
-00.0063	-00.0009	0000.003
-00.0090	-00.0009	0000.004
-00.0118	-00.0009	0000.005
-00.0148	-00.0015	0000.006
-00.0182	-00.0012	0000.007
-00.0206	-00.0009	0000.008
-00.0240	-00.0009	0000.009
-00.0270	-00.0009	0000.010
-00.0301	-00.0009	0000.011
-00.0332	-00.0009	0000.012
-00.0359	-00.0012	0000.013
-00.0389	-00.0012	0000.014
-00.0420	-00.0009	0000.015
-00.0447	-00.0012	0000.016
-00.0481	-00.0012	0000.017
-00.0512	-00.0009	0000.018
-00.0536	-00.0018	0000.019
-00.0576	-00.0012	0000.020
-00.0603	-00.0012	0000.021
-00.0634	-00.0012	0000.022
-00.0661	-00.0012	0000.023
-00.0692	-00.0015	0000.024
-00.0722	-00.0015	0000.025
-00.0750	-00.0009	0000.026
-00.0786	-00.0009	0000.027
-00.0808	-00.0009	0000.028
-00.0841	-00.0015	0000.029
-00.0872	-00.0012	0000.030
-00.0902	-00.0012	0000.031
-00.0930	-00.0012	0000.032
-00.0960	-00.0015	0000.033
-00.0991	-00.0012	0000.034
-00.1021	-00.0018	0000.035
-00.1055	-00.0015	0000.036
-00.1079	-00.0012	0000.037
-00.1113	-00.0015	0000.038
-00.1140	-00.0018	0000.039
-00.1174	-00.0015	0000.040
-00.1201	-00.0018	0000.041
-00.1235	-00.0015	0000.042
-00.1259	-00.0015	0000.043
-00.1293	-00.0015	0000.044
-00.1323	-00.0018	0000.045
-00.1351	-00.0015	0000.046
-00.1384	-00.0015	0000.047
-00.1412	-00.0015	0000.048
-00.1442	-00.0018	0000.049
-00.1473	-00.0018	0000.050
-00.1503	-00.0015	0000.051
-00.1537	-00.0018	0000.052
-00.1564	-00.0021	0000.053
-00.1592	-00.0015	0000.054
-00.1619	-00.0015	0000.055
-00.1653	-00.0018	0000.056
-00.1680	-00.0021	0000.057
-00.1714	-00.0015	0000.058
-00.1741	-00.0021	0000.059
-00.1772	-00.0015	0000.060
-00.1796	-00.0018	0000.061
-00.1833	-00.0021	0000.062
-00.1860	-00.0018	0000.063
-00.1891	-00.0024	0000.064
-00.1925	-00.0021	0000.065
-00.1952	-00.0018	0000.066
-00.1979	-00.0024	0000.067
-00.2010	-00.0018	0000.068
-00.2037	-00.0021	0000.069
-00.2071	-00.0024	0000.070
-00.2102	-00.0024	0000.071
-00.2135	-00.0021	0000.072
-00.2163	-00.0018	0000.073
-00.2190	-00.0021	0000.074
-00.2224	-00.0021	0000.075
-00.2254	-00.0018	0000.076
-00.2285	-00.0024	0000.077
-00.2312	-00.0021	0000.078
-00.2340	-00.0021	0000.079
-00.2376	-00.0021	0000.080
-00.2401	-00.0024	0000.081
-00.2431	-00.0024	0000.082
-00.2462	-00.0021	0000.083
-00.2492	-00.0021	0000.084
-00.2523	-00.0021	0000.085
-00.2553	-00.0024	0000.086
-00.2584	-00.0024	0000.087
-00.2614	-00.0021	0000.088
-00.2639	-00.0027	0000.089
-00.2675	-00.0027	0000.090
-00.2706	-00.0024	0000.091
-00.2733	-00.0024	0000.092
-00.2761	-00.0027	0000.093
-00.2794	-00.0024	0000.094
-00.2825	-00.0027	0000.095
-00.2855	-00.0024	0000.096
-00.2883	-00.0027	0000.097
-00.2913	-00.0027	0000.098
-00.2944	-00.0030	0000.099
-00.2977	-00.0033	0000.100
-00.3005	-00.0027	0000.101
-00.3032	-00.0024	0000.102
-00.3066	-00.0027	0000.103
-00.3093	-00.0027	0000.104
-00.3124	-00.0024	0000.105
-00.3157	-00.0030	0000.106
-00.3185	-00.0030	0000.107
-00.3212	-00.0033	0000.108
-00.3246	-00.0027	0000.109
-00.3273	-00.0027	0000.110
-00.3310	-00.0027	0000.111
-00.3334	-00.0027	0000.112
-00.3362	-00.0030	0000.113
-00.3392	-00.0030	0000.114
-00.3423	-00.0030	0000.115
-00.3450	-00.0033	0000.116
-00.3484	-00.0033	0000.117
-00.3518	-00.0030	0000.118
-00.3542	-00.0033	0000.119
-00.3569	-00.0030	0000.120
-00.3603	-00.0033	0000.121
-00.3634	-00.0033	0000.122
-00.3667	-00.0033	0000.123
-00.3698	-00.0036	0000.124
