R,Ohm	C,pF	Temp,C
0000000000	0000100000	+108.17
Ch1,V	Ch2,V	Time,s
+00.0001	-00.0009	0000.000
-00.0002	-00.0009	0000.001
+00.0022	-00.0012	0000.002
+00.0056	-00.0009	0000.003
+00.0080	-00.0006	0000.004
+00.0114	-00.0012	0000.005
+00.0148	+00.0000	0000.006
+00.0175	-00.0012	0000.007
+00.0206	-00.0006	0000.008
+00.0233	-00.0009	0000.009
+00.0264	-00.0012	0000.010
+00.0297	-00.0012	0000.011
+00.0328	-00.0009	0000.012
+00.0355	-00.0006	0000.013
+00.0389	-00.0006	0000.014
+00.0416	-00.0009	0000.015
+00.0447	-00.0009	0000.016
+00.0480	-00.0006	0000.017
+00.0505	-00.0003	0000.018
+00.0535	-00.0006	0000.019
+00.0563	-00.0006	0000.020
+00.0596	-00.0009	0000.021
+00.0627	-00.0006	0000.022
+00.0657	-00.0003	0000.023
+00.0691	-00.0003	0000.024
+00.0718	-00.0003	0000.025
+00.0746	-00.0003	0000.026
+00.0776	+00.0000	0000.027
+00.0804	-00.0009	0000.028
+00.0840	-00.0003	0000.029
+00.0871	-00.0009	0000.030
+00.0901	-00.0003	0000.031
+00.0926	-00.0003	0000.032
+00.0956	-00.0009	0000.033
+00.0990	-00.0003	0000.034
+00.1023	-00.0003	0000.035
+00.1054	+00.0000	0000.036
+00.1078	-00.0006	0000.037
+00.1109	+00.0000	0000.038
+00.1139	-00.0006	0000.039
+00.1170	+00.0000	0000.040
+00.1204	+00.0000	0000.041
+00.1228	-00.0003	0000.042
+00.1255	-00.0003	0000.043
+00.1292	-00.0003	0000.044
+00.1316	+00.0003	0000.045
+00.1350	-00.0003	0000.046
+00.1390	-00.0003	0000.047
+00.1411	-00.0003	0000.048
+00.1442	-00.0003	0000.049
+00.1469	+00.0000	0000.050
+00.1503	+00.0003	0000.051
+00.1527	+00.0000	0000.052
+00.1561	-00.0003	0000.053
+00.1585	+00.0000	0000.054
+00.1612	+00.0000	0000.055
+00.1649	+00.0003	0000.056
+00.1677	+00.0003	0000.057
+00.1710	+00.0000	0000.058
+00.1738	+00.0000	0000.059
+00.1762	+00.0003	0000.060
+00.1796	+00.0006	0000.061
+00.1829	+00.0000	0000.062
+00.1860	+00.0003	0000.063
+00.1890	+00.0003	0000.064
+00.1918	+00.0006	0000.065
+00.1945	+00.0006	0000.066
+00.1982	+00.0003	0000.067
+00.2006	+00.0003	0000.068
+00.2040	+00.0003	0000.069
+00.2073	+00.0010	0000.070
+00.2098	+00.0006	0000.071
+00.2128	+00.0006	0000.072
+00.2159	+00.0006	0000.073
+00.2189	+00.0006	0000.074
+00.2217	+00.0006	0000.075
+00.2247	+00.0010	0000.076
+00.2278	+00.0006	0000.077
+00.2308	+00.0010	0000.078
+00.2342	+00.0016	0000.079
+00.2366	+00.0010	0000.080
+00.2400	+00.0010	0000.081
+00.2433	+00.0013	0000.082
+00.2461	+00.0010	0000.083
+00.2491	+00.0006	0000.084
+00.2513	+00.0010	0000.085
+00.2552	+00.0013	0000.086
+00.2580	+00.0010	0000.087
+00.2607	+00.0013	0000.088
+00.2641	+00.0013	0000.089
+00.2668	+00.0006	0000.090
+00.2699	+00.0013	0000.091
+00.2736	+00.0016	0000.092
+00.2760	+00.0013	0000.093
+00.2790	+00.0013	0000.094
+00.2818	+00.0010	0000.095
+00.2848	+00.0013	0000.096
+00.2882	+00.0013	0000.097
+00.2906	+00.0013	0000.098
+00.2943	+00.0016	0000.099
+00.2967	+00.0016	0000.100
+00.3001	+00.0019	0000.101
+00.3025	+00.0013	0000.102
+00.3062	+00.0013	0000.103
+00.3093	+00.0016	0000.104
+00.3126	+00.0016	0000.105
+00.3157	+00.0016	0000.106
+00.3184	+00.0013	0000.107
+00.3212	+00.0022	0000.108
+00.3242	+00.0022	0000.109
+00.3270	+00.0022	0000.110
+00.3303	+00.0019	0000.111
+00.3334	+00.0019	0000.112
+00.3361	+00.0019	0000.113
+00.3392	+00.0016	0000.114
+00.3419	+00.0022	0000.115
+00.3453	+00.0022	0000.116
+00.3480	+00.0022	0000.117
+00.3514	+00.0019	0000.118
+00.3541	+00.0022	0000.119
+00.3569	+00.0022	0000.120
+00.3599	+00.0022	0000.121
+00.3630	+00.0025	0000.122
+00.3666	+00.0019	0000.123
+00.3694	+00.0022	0000.124
+00.3718	+00.0025	0000.125
+00.3752	+00.0025	0000.126
+00.3782	+00.0022	0000.127
+00.3813	+00.0022	0000.128
+00.3843	+00.0025	0000.129
+00.3874	+00.0022	0000.130
+00.3898	+00.0028	0000.131
+00.3932	+00.0025	0000.132
+00.3965	+00.0025	0000.133
+00.3993	+00.0028	0000.134
+00.4026	+00.0028	0000.135
+00.4054	+00.0028	0000.136
+00.4084	+00.0025	0000.137
+00.4112	+00.0028	0000.138
+00.4142	+00.0028	0000.139
+00.4173	+00.0028	0000.140
+00.4200	+00.0031	0000.141
+00.4237	+00.0031	0000.142
+00.4261	+00.0028	0000.143
+00.4295	+00.0028	0000.144
+00.4319	+00.0031	0000.145
+00.4353	+00.0031	0000.146
+00.4380	+00.0031	0000.147
+00.4417	+00.0031	0000.148
+00.4438	+00.0028	0000.149
+00.4475	+00.0031	0000.150
+00.4506	+00.0034	0000.151
+00.4536	+00.0040	0000.152
+00.4570	+00.0034	0000.153
+00.4591	+00.0037	0000.154
+00.4625	+00.0034	0000.155
+00.4655	+00.0037	0000.156
+00.4679	+00.0034	0000.157
+00.4710	+00.0034	0000.158
+00.4744	+00.0037	0000.159
+00.4771	+00.0034	0000.160
+00.4802	+00.0037	0000.161
+00.4835	+00.0037	0000.162
+00.4863	+00.0037	0000.163
+00.4893	+00.0040	0000.164
+00.4921	+00.0037	0000.165
+00.4948	+00.0037	0000.166
+00.4985	+00.0040	0000.167
+00.5009	+00.0040	0000.168
+00.5046	+00.0037	0000.169
+00.5070	+00.0037	0000.170
+00.5107	+00.0037	0000.171
+00.5134	+00.0040	0000.172
+00.5168	+00.0043	0000.173
+00.5192	+00.0043	0000.174
+00.5223	+00.0040	0000.175
+00.5256	+00.0040	0000.176
+00.5287	+00.0043	0000.177
+00.5314	+00.0040	0000.178
+00.5345	+00.0043	0000.179
+00.5375	+00.0043	0000.180
