R,Ohm	C,pF	Temp,C
0000000000	0000100000	+099.28
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0002	-00.0012	0000.001
+00.0026	-00.0012	0000.002
+00.0056	-00.0009	0000.003
+00.0087	-00.0006	0000.004
+00.0120	-00.0006	0000.005
+00.0151	-00.0009	0000.006
+00.0178	-00.0009	0000.007
+00.0206	-00.0006	0000.008
+00.0233	-00.0009	0000.009
+00.0264	-00.0009	0000.010
+00.0297	-00.0006	0000.011
+00.0334	-00.0009	0000.012
+00.0358	-00.0006	0000.013
+00.0389	-00.0009	0000.014
+00.0416	-00.0009	0000.015
+00.0450	-00.0009	0000.016
+00.0477	-00.0009	0000.017
+00.0505	-00.0009	0000.018
+00.0535	-00.0012	0000.019
+00.0566	-00.0009	0000.020
+00.0596	-00.0003	0000.021
+00.0627	-00.0006	0000.022
+00.0660	-00.0006	0000.023
+00.0694	-00.0009	0000.024
+00.0712	-00.0003	0000.025
+00.0746	-00.0006	0000.026
+00.0779	-00.0009	0000.027
+00.0804	-00.0006	0000.028
+00.0840	-00.0009	0000.029
+00.0868	-00.0006	0000.030
+00.0898	-00.0003	0000.031
+00.0932	-00.0003	0000.032
+00.0962	-00.0003	0000.033
+00.0987	-00.0003	0000.034
+00.1020	-00.0006	0000.035
+00.1051	-00.0003	0000.036
+00.1078	-00.0006	0000.037
+00.1109	-00.0006	0000.038
+00.1139	-00.0006	0000.039
+00.1167	+00.0000	0000.040
+00.1200	-00.0003	0000.041
+00.1228	-00.0003	0000.042
+00.1262	+00.0000	0000.043
+00.1289	-00.0006	0000.044
+00.1323	-00.0003	0000.045
+00.1347	-00.0003	0000.046
+00.1381	-00.0003	0000.047
+00.1414	-00.0006	0000.048
+00.1439	-00.0003	0000.049
+00.1472	+00.0000	0000.050
+00.1500	-00.0006	0000.051
+00.1527	+00.0000	0000.052
+00.1558	+00.0000	0000.053
+00.1588	-00.0006	0000.054
+00.1619	-00.0006	0000.055
