R,Ohm	C,pF	Temp,C
0000000000	0000100000	+097.30
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0005	-00.0009	0000.001
+00.0029	-00.0006	0000.002
+00.0059	-00.0012	0000.003
+00.0087	-00.0009	0000.004
+00.0117	-00.0006	0000.005
+00.0148	-00.0009	0000.006
+00.0175	-00.0009	0000.007
+00.0209	-00.0006	0000.008
+00.0236	-00.0009	0000.009
+00.0264	-00.0006	0000.010
+00.0300	-00.0006	0000.011
+00.0328	-00.0009	0000.012
+00.0355	-00.0003	0000.013
+00.0383	-00.0012	0000.014
+00.0416	-00.0006	0000.015
+00.0447	-00.0009	0000.016
+00.0477	-00.0003	0000.017
+00.0505	-00.0006	0000.018
+00.0535	-00.0006	0000.019
+00.0569	-00.0009	0000.020
+00.0596	-00.0006	0000.021
+00.0627	-00.0009	0000.022
+00.0654	-00.0003	0000.023
+00.0688	-00.0006	0000.024
+00.0718	-00.0006	0000.025
+00.0749	-00.0003	0000.026
+00.0776	-00.0006	0000.027
+00.0807	-00.0006	0000.028
+00.0837	-00.0006	0000.029
+00.0871	-00.0009	0000.030
+00.0895	+00.0000	0000.031
+00.0926	-00.0009	0000.032
+00.0962	-00.0009	0000.033
+00.0984	-00.0003	0000.034
+00.1020	-00.0006	0000.035
+00.1051	-00.0009	0000.036
+00.1072	-00.0003	0000.037
+00.1106	+00.0000	0000.038
+00.1139	-00.0003	0000.039
+00.1167	-00.0006	0000.040
+00.1200	-00.0003	0000.041
+00.1231	-00.0006	0000.042
+00.1258	-00.0003	0000.043
+00.1289	-00.0003	0000.044
+00.1323	-00.0006	0000.045
+00.1350	-00.0003	0000.046
+00.1384	+00.0000	0000.047
+00.1408	-00.0006	0000.048
+00.1432	-00.0003	0000.049
+00.1466	-00.0006	0000.050
+00.1500	-00.0006	0000.051
+00.1530	-00.0009	0000.052
+00.1561	-00.0003	0000.053
+00.1585	-00.0003	0000.054
+00.1612	-00.0006	0000.055
+00.1646	-00.0006	0000.056
+00.1680	-00.0003	0000.057
+00.1707	-00.0003	0000.058
+00.1741	-00.0003	0000.059
+00.1765	-00.0003	0000.060
+00.1796	+00.0000	0000.061
+00.1826	+00.0000	0000.062
+00.1857	-00.0003	0000.063
+00.1890	+00.0000	0000.064
+00.1918	+00.0000	0000.065
+00.1948	-00.0003	0000.066
+00.1979	+00.0000	0000.067
+00.2009	+00.0000	0000.068
+00.2043	-00.0009	0000.069
+00.2067	+00.0000	0000.070
+00.2101	+00.0000	0000.071
+00.2122	+00.0000	0000.072
+00.2159	-00.0003	0000.073
+00.2192	+00.0000	0000.074
+00.2223	-00.0003	0000.075
+00.2247	-00.0003	0000.076
+00.2275	+00.0000	0000.077
+00.2308	+00.0003	0000.078
+00.2339	+00.0000	0000.079
+00.2372	+00.0000	0000.080
+00.2400	+00.0000	0000.081
+00.2430	+00.0003	0000.082
+00.2458	+00.0000	0000.083
+00.2488	+00.0003	0000.084
+00.2522	+00.0000	0000.085
+00.2549	-00.0003	0000.086
+00.2577	+00.0000	0000.087
+00.2610	-00.0003	0000.088
+00.2641	+00.0006	0000.089
+00.2668	+00.0000	0000.090
+00.2699	+00.0003	0000.091
+00.2732	-00.0003	0000.092
+00.2763	+00.0006	0000.093
+00.2793	+00.0003	0000.094
+00.2824	+00.0000	0000.095
+00.2851	+00.0000	0000.096
+00.2879	+00.0006	0000.097
+00.2913	+00.0003	0000.098
+00.2940	+00.0003	0000.099
+00.2970	+00.0003	0000.100
+00.3004	+00.0000	0000.101
