R,Ohm	C,pF	Temp,C
0000000000	0000100000	+113.12
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0009	0000.000
-00.0002	-00.0009	0000.001
-00.0032	-00.0009	0000.002
-00.0057	-00.0006	0000.003
-00.0090	-00.0009	0000.004
-00.0121	-00.0012	0000.005
-00.0155	-00.0009	0000.006
-00.0179	-00.0009	0000.007
-00.0206	-00.0006	0000.008
-00.0237	-00.0009	0000.009
-00.0270	-00.0006	0000.010
-00.0301	-00.0009	0000.011
-00.0332	-00.0006	0000.012
-00.0359	-00.0009	0000.013
-00.0389	-00.0009	0000.014
-00.0420	-00.0012	0000.015
-00.0454	-00.0009	0000.016
-00.0478	-00.0009	0000.017
-00.0509	-00.0006	0000.018
-00.0536	-00.0012	0000.019
-00.0570	-00.0015	0000.020
-00.0600	-00.0012	0000.021
-00.0631	-00.0012	0000.022
-00.0664	-00.0012	0000.023
-00.0692	-00.0012	0000.024
-00.0719	-00.0012	0000.025
-00.0750	-00.0012	0000.026
-00.0780	-00.0012	0000.027
-00.0811	-00.0012	0000.028
-00.0847	-00.0009	0000.029
-00.0872	-00.0015	0000.030
-00.0899	-00.0009	0000.031
-00.0930	-00.0012	0000.032
-00.0960	-00.0012	0000.033
-00.0994	-00.0009	0000.034
-00.1015	-00.0009	0000.035
-00.1055	-00.0012	0000.036
-00.1079	-00.0015	0000.037
-00.1113	-00.0015	0000.038
-00.1140	-00.0009	0000.039
-00.1171	-00.0009	0000.040
-00.1204	-00.0015	0000.041
-00.1229	-00.0012	0000.042
-00.1259	-00.0015	0000.043
-00.1293	-00.0012	0000.044
-00.1320	-00.0015	0000.045
-00.1351	-00.0015	0000.046
-00.1384	-00.0015	0000.047
-00.1412	-00.0015	0000.048
-00.1445	-00.0012	0000.049
-00.1473	-00.0015	0000.050
-00.1503	-00.0015	0000.051
-00.1528	-00.0012	0000.052
-00.1561	-00.0018	0000.053
-00.1586	-00.0015	0000.054
-00.1619	-00.0015	0000.055
-00.1653	-00.0015	0000.056
-00.1677	-00.0018	0000.057
-00.1711	-00.0021	0000.058
-00.1744	-00.0015	0000.059
-00.1769	-00.0018	0000.060
-00.1796	-00.0015	0000.061
-00.1827	-00.0018	0000.062
-00.1867	-00.0018	0000.063
-00.1891	-00.0018	0000.064
-00.1925	-00.0015	0000.065
-00.1949	-00.0015	0000.066
-00.1979	-00.0018	0000.067
-00.2013	-00.0018	0000.068
-00.2044	-00.0018	0000.069
-00.2071	-00.0021	0000.070
-00.2108	-00.0018	0000.071
-00.2129	-00.0018	0000.072
-00.2163	-00.0021	0000.073
-00.2193	-00.0018	0000.074
-00.2224	-00.0018	0000.075
-00.2257	-00.0021	0000.076
-00.2282	-00.0018	0000.077
-00.2312	-00.0018	0000.078
-00.2340	-00.0024	0000.079
-00.2370	-00.0018	0000.080
-00.2407	-00.0021	0000.081
-00.2434	-00.0018	0000.082
-00.2462	-00.0021	0000.083
-00.2495	-00.0018	0000.084
-00.2523	-00.0021	0000.085
-00.2553	-00.0021	0000.086
-00.2581	-00.0021	0000.087
-00.2614	-00.0018	0000.088
-00.2642	-00.0024	0000.089
-00.2675	-00.0021	0000.090
-00.2703	-00.0021	0000.091
-00.2733	-00.0027	0000.092
-00.2761	-00.0021	0000.093
-00.2797	-00.0021	0000.094
-00.2825	-00.0024	0000.095
-00.2855	-00.0021	0000.096
-00.2886	-00.0024	0000.097
-00.2913	-00.0021	0000.098
-00.2941	-00.0021	0000.099
-00.2974	-00.0018	0000.100
-00.3005	-00.0024	0000.101
-00.3035	-00.0021	0000.102
-00.3066	-00.0027	0000.103
-00.3093	-00.0024	0000.104
-00.3121	-00.0024	0000.105
-00.3154	-00.0024	0000.106
-00.3179	-00.0027	0000.107
-00.3215	-00.0021	0000.108
-00.3243	-00.0024	0000.109
-00.3276	-00.0027	0000.110
-00.3304	-00.0027	0000.111
-00.3337	-00.0027	0000.112
-00.3362	-00.0024	0000.113
-00.3389	-00.0024	0000.114
-00.3420	-00.0027	0000.115
-00.3453	-00.0027	0000.116
-00.3484	-00.0024	0000.117
-00.3518	-00.0027	0000.118
-00.3545	-00.0024	0000.119
-00.3576	-00.0024	0000.120
-00.3606	-00.0027	0000.121
-00.3634	-00.0027	0000.122
-00.3667	-00.0027	0000.123
-00.3698	-00.0027	0000.124
-00.3722	-00.0027	0000.125
-00.3753	-00.0027	0000.126
-00.3786	-00.0030	0000.127
-00.3817	-00.0030	0000.128
-00.3850	-00.0027	0000.129
-00.3872	-00.0030	0000.130
-00.3902	-00.0027	0000.131
-00.3939	-00.0030	0000.132
-00.3963	-00.0027	0000.133
-00.4000	-00.0033	0000.134
-00.4027	-00.0027	0000.135
-00.4055	-00.0027	0000.136
-00.4085	-00.0030	0000.137
-00.4116	-00.0030	0000.138
-00.4146	-00.0030	0000.139
-00.4177	-00.0030	0000.140
-00.4207	-00.0030	0000.141
-00.4235	-00.0027	0000.142
-00.4265	-00.0027	0000.143
-00.4293	-00.0030	0000.144
-00.4326	-00.0030	0000.145
-00.4354	-00.0033	0000.146
-00.4390	-00.0030	0000.147
-00.4418	-00.0033	0000.148
-00.4442	-00.0027	0000.149
-00.4476	-00.0033	0000.150
-00.4506	-00.0033	0000.151
-00.4534	-00.0033	0000.152
-00.4561	-00.0033	0000.153
-00.4595	-00.0030	0000.154
-00.4625	-00.0033	0000.155
-00.4656	-00.0036	0000.156
-00.4686	-00.0036	0000.157
-00.4717	-00.0036	0000.158
-00.4747	-00.0036	0000.159
-00.4772	-00.0033	0000.160
-00.4805	-00.0033	0000.161
-00.4833	-00.0036	0000.162
-00.4866	-00.0033	0000.163
-00.4897	-00.0036	0000.164
-00.4927	-00.0033	0000.165
-00.4952	-00.0036	0000.166
-00.4985	-00.0039	0000.167
-00.5016	-00.0033	0000.168
-00.5046	-00.0039	0000.169
-00.5074	-00.0036	0000.170
-00.5104	-00.0036	0000.171
-00.5135	-00.0039	0000.172
-00.5165	-00.0039	0000.173
-00.5196	-00.0033	0000.174
-00.5227	-00.0036	0000.175
-00.5260	-00.0039	0000.176
-00.5281	-00.0036	0000.177
-00.5312	-00.0042	0000.178
-00.5349	-00.0039	0000.179
-00.5379	-00.0039	0000.180
-00.5407	-00.0036	0000.181
-00.5440	-00.0042	0000.182
-00.5468	-00.0039	0000.183
-00.5495	-00.0039	0000.184
-00.5523	-00.0036	0000.185
-00.5550	-00.0036	0000.186
-00.5590	-00.0039	0000.187
-00.5617	-00.0039	0000.188
-00.5648	-00.0042	0000.189
-00.5675	-00.0042	0000.190
-00.5709	-00.0042	0000.191
-00.5736	-00.0039	0000.192
-00.5770	-00.0039	0000.193
-00.5797	-00.0039	0000.194
-00.5831	-00.0042	0000.195
-00.5855	-00.0045	0000.196
-00.5889	-00.0039	0000.197
-00.5916	-00.0045	0000.198
-00.5950	-00.0042	0000.199
-00.5977	-00.0042	0000.200
-00.6011	-00.0045	0000.201
-00.6038	-00.0045	0000.202
-00.6066	-00.0045	0000.203
-00.6096	-00.0042	0000.204
-00.6130	-00.0045	0000.205
-00.6160	-00.0045	0000.206
-00.6185	-00.0039	0000.207
-00.6215	-00.0045	0000.208
-00.6246	-00.0045	0000.209
-00.6276	-00.0045	0000.210
