R,Ohm	C,pF	Temp,C
0000000000	0000100000	+090.39
Ch1,V	Ch2,V	Time,s
-00.0008	-00.0012	0000.000
-00.0002	-00.0009	0000.001
+00.0022	-00.0006	0000.002
+00.0056	-00.0009	0000.003
+00.0090	-00.0006	0000.004
+00.0117	-00.0009	0000.005
+00.0148	-00.0003	0000.006
+00.0178	-00.0009	0000.007
+00.0209	-00.0012	0000.008
+00.0233	-00.0009	0000.009
+00.0267	-00.0009	0000.010
+00.0297	-00.0009	0000.011
+00.0331	-00.0003	0000.012
+00.0355	-00.0009	0000.013
+00.0383	-00.0006	0000.014
+00.0416	-00.0009	0000.015
+00.0450	-00.0009	0000.016
+00.0477	-00.0003	0000.017
+00.0511	-00.0009	0000.018
+00.0535	-00.0006	0000.019
+00.0566	-00.0009	0000.020
+00.0596	-00.0012	0000.021
+00.0627	-00.0006	0000.022
+00.0660	+00.0003	0000.023
+00.0688	-00.0009	0000.024
+00.0715	-00.0006	0000.025
+00.0749	-00.0006	0000.026
+00.0779	-00.0009	0000.027
+00.0810	-00.0003	0000.028
+00.0840	-00.0006	0000.029
+00.0868	-00.0009	0000.030
+00.0895	-00.0003	0000.031
+00.0923	-00.0006	0000.032
+00.0962	-00.0009	0000.033
+00.0987	+00.0003	0000.034
+00.1014	-00.0006	0000.035
+00.1048	-00.0009	0000.036
+00.1075	-00.0006	0000.037
+00.1106	-00.0006	0000.038
+00.1136	-00.0006	0000.039
+00.1170	-00.0006	0000.040
+00.1200	-00.0012	0000.041
+00.1234	-00.0003	0000.042
+00.1258	-00.0006	0000.043
+00.1289	-00.0003	0000.044
+00.1323	-00.0003	0000.045
+00.1353	-00.0003	0000.046
+00.1384	-00.0006	0000.047
+00.1411	-00.0009	0000.048
+00.1439	-00.0003	0000.049
+00.1469	-00.0003	0000.050
+00.1500	-00.0009	0000.051
+00.1530	-00.0006	0000.052
+00.1561	-00.0006	0000.053
+00.1588	-00.0003	0000.054
+00.1622	-00.0003	0000.055
+00.1652	-00.0003	0000.056
+00.1677	-00.0003	0000.057
+00.1707	-00.0003	0000.058
+00.1738	-00.0003	0000.059
+00.1765	-00.0003	0000.060
+00.1796	-00.0003	0000.061
+00.1829	-00.0006	0000.062
+00.1860	-00.0003	0000.063
+00.1890	-00.0003	0000.064
+00.1921	+00.0000	0000.065
+00.1948	+00.0000	0000.066
+00.1982	-00.0006	0000.067
+00.2009	+00.0000	0000.068
+00.2040	-00.0003	0000.069
+00.2073	+00.0000	0000.070
+00.2098	-00.0003	0000.071
+00.2128	+00.0000	0000.072
+00.2159	-00.0006	0000.073
+00.2189	-00.0003	0000.074
+00.2220	-00.0003	0000.075
+00.2250	+00.0000	0000.076
+00.2281	-00.0003	0000.077
+00.2308	+00.0000	0000.078
+00.2336	+00.0000	0000.079
+00.2369	+00.0000	0000.080
+00.2400	-00.0003	0000.081
+00.2436	+00.0000	0000.082
+00.2467	+00.0003	0000.083
+00.2488	+00.0000	0000.084
+00.2516	+00.0000	0000.085
+00.2546	+00.0000	0000.086
+00.2577	+00.0003	0000.087
+00.2610	+00.0003	0000.088
+00.2641	+00.0000	0000.089
+00.2674	-00.0003	0000.090
+00.2699	+00.0006	0000.091
+00.2729	+00.0000	0000.092
+00.2760	+00.0003	0000.093
+00.2793	+00.0003	0000.094
+00.2824	-00.0003	0000.095
+00.2848	-00.0003	0000.096
+00.2879	+00.0003	0000.097
+00.2909	+00.0000	0000.098
+00.2940	+00.0000	0000.099
+00.2967	+00.0000	0000.100
+00.3001	-00.0006	0000.101
+00.3028	-00.0003	0000.102
+00.3062	+00.0003	0000.103
+00.3093	-00.0003	0000.104
+00.3123	+00.0006	0000.105
+00.3154	+00.0006	0000.106
+00.3178	+00.0000	0000.107
+00.3212	+00.0000	0000.108
+00.3245	+00.0003	0000.109
+00.3270	+00.0000	0000.110
+00.3297	+00.0003	0000.111
+00.3328	+00.0003	0000.112
+00.3358	+00.0000	0000.113
+00.3392	+00.0000	0000.114
+00.3422	+00.0003	0000.115
+00.3450	+00.0003	0000.116
+00.3480	+00.0003	0000.117
+00.3517	+00.0003	0000.118
+00.3541	+00.0006	0000.119
+00.3572	+00.0003	0000.120
+00.3605	+00.0013	0000.121
+00.3630	+00.0003	0000.122
+00.3663	+00.0006	0000.123
+00.3691	+00.0000	0000.124
+00.3721	+00.0003	0000.125
+00.3752	+00.0003	0000.126
+00.3779	+00.0003	0000.127
+00.3813	+00.0003	0000.128
+00.3840	+00.0010	0000.129
+00.3874	+00.0003	0000.130
+00.3898	+00.0003	0000.131
+00.3929	+00.0006	0000.132
+00.3965	+00.0003	0000.133
+00.3993	+00.0000	0000.134
+00.4020	+00.0006	0000.135
+00.4051	+00.0003	0000.136
+00.4081	+00.0006	0000.137
+00.4112	+00.0010	0000.138
+00.4142	+00.0003	0000.139
+00.4173	+00.0006	0000.140
+00.4206	+00.0006	0000.141
+00.4237	+00.0003	0000.142
+00.4258	+00.0003	0000.143
