R,Ohm	C,pF	Temp,C
0000000000	0000100000	+114.11
Ch1,V	Ch2,V	Time,s
-00.0002	-00.0006	0000.000
-00.0002	-00.0009	0000.001
+00.0026	-00.0009	0000.002
+00.0056	-00.0006	0000.003
+00.0090	-00.0012	0000.004
+00.0117	-00.0009	0000.005
+00.0148	-00.0009	0000.006
+00.0175	-00.0006	0000.007
+00.0206	-00.0009	0000.008
+00.0236	-00.0006	0000.009
+00.0273	-00.0009	0000.010
+00.0291	-00.0009	0000.011
+00.0325	-00.0009	0000.012
+00.0352	-00.0003	0000.013
+00.0389	-00.0009	0000.014
+00.0416	-00.0009	0000.015
+00.0447	-00.0006	0000.016
+00.0477	-00.0009	0000.017
+00.0508	-00.0009	0000.018
+00.0535	-00.0009	0000.019
+00.0566	-00.0006	0000.020
+00.0596	-00.0006	0000.021
+00.0630	-00.0009	0000.022
+00.0660	-00.0009	0000.023
+00.0694	-00.0009	0000.024
+00.0712	-00.0006	0000.025
+00.0749	-00.0006	0000.026
+00.0776	-00.0006	0000.027
+00.0807	-00.0003	0000.028
+00.0837	-00.0003	0000.029
+00.0871	-00.0006	0000.030
+00.0898	-00.0003	0000.031
+00.0926	-00.0003	0000.032
+00.0959	-00.0006	0000.033
+00.0987	-00.0009	0000.034
+00.1017	-00.0006	0000.035
+00.1048	-00.0009	0000.036
+00.1075	-00.0003	0000.037
+00.1109	-00.0003	0000.038
+00.1142	-00.0003	0000.039
+00.1167	-00.0003	0000.040
+00.1200	-00.0003	0000.041
+00.1225	-00.0006	0000.042
+00.1255	-00.0003	0000.043
+00.1289	+00.0000	0000.044
+00.1319	-00.0003	0000.045
+00.1347	-00.0006	0000.046
+00.1377	-00.0006	0000.047
+00.1405	-00.0003	0000.048
+00.1439	-00.0006	0000.049
+00.1469	+00.0000	0000.050
+00.1496	-00.0003	0000.051
+00.1527	-00.0003	0000.052
+00.1567	+00.0000	0000.053
+00.1585	+00.0000	0000.054
+00.1616	-00.0003	0000.055
+00.1652	+00.0000	0000.056
+00.1680	+00.0000	0000.057
+00.1710	+00.0003	0000.058
+00.1744	+00.0000	0000.059
+00.1768	-00.0003	0000.060
+00.1802	+00.0000	0000.061
+00.1823	-00.0003	0000.062
+00.1860	-00.0003	0000.063
+00.1890	-00.0003	0000.064
+00.1921	+00.0000	0000.065
+00.1948	+00.0003	0000.066
+00.1979	-00.0003	0000.067
+00.2009	+00.0000	0000.068
+00.2040	+00.0003	0000.069
+00.2070	-00.0003	0000.070
+00.2101	+00.0000	0000.071
+00.2131	+00.0003	0000.072
+00.2162	+00.0000	0000.073
+00.2189	-00.0006	0000.074
+00.2220	+00.0000	0000.075
+00.2247	+00.0003	0000.076
+00.2278	+00.0006	0000.077
